PCA_1,PCA_2,segmento_cliente
3.541957848055639,0.876779871779668,0
1.877660284906863,-2.2844205469267997,1
2.6899880351235255,0.1085410321097545,0
1.5048091270974884,3.0389159646489037,1
0.9585633255367713,0.36635690560922735,0
1.713867770179783,4.615894126649759,1
2.473141130435538,-1.6838757117257692,0
-3.276593805857856,0.9955564057200271,2
2.5406581496056546,-0.3914185978025959,1
0.5228615601192942,1.1682809813556032,2
-1.7227399609424356,4.983760885227858,2
-0.32452516069548265,-1.4830807068294012,1
-0.6521634309834046,-1.0356701541095708,0
1.7047587285965982,-0.33779751231455923,0
-1.8568765354869545,-2.4659016512818073,0
-2.586610812862147,1.9054030328043945,2
2.1926552164914224,-1.0208436251498394,0
4.3052537614179025,1.0185845705326069,1
-1.9700806578721803,-1.7214864092929938,0
0.45536162154329324,0.09543781446373527,1
0.8738802069283284,2.9348409255282095,1
0.2889378601837853,0.22331359672081763,0
2.4550278052747205,1.8174024680204828,0
-1.0716341912987741,3.680999046658602,1
-0.6399260566814492,-0.9940204712382261,0
0.05406490427678181,-3.0921880495461918,0
3.1617424723775844,-0.10181509463754228,1
-2.8311627442144,0.14357063596809017,2
3.9533741205732804,-0.25791199088916134,1
-3.8619507613574586,-1.2323026363194942,2
-2.514630308297114,-2.9144455443480455,0
1.7756842599307376,-2.5516655470205367,1
1.0951384366066181,-1.7567952034750276,1
1.8689887129271685,-1.6060413514182248,0
-2.2142639047519896,-1.020583888453055,2
-0.7362378248969673,-2.2110941190065847,0
-0.9107438035952351,-1.7272492037842344,2
2.303840934519058,-0.6071386028020439,0
1.2033691972923077,-3.744751817807856,2
-0.713758190472485,0.5585834552804296,2
-2.484984726965646,1.1020112924064165,2
-4.150782729710332,-1.2196110989374502,2
3.2628687076555676,0.6510618825794482,1
-1.82050133715923,3.9370438823445295,2
-2.6744179418500895,1.4327250119187749,2
3.5409767572523783,1.4534263784307273,1
-1.8530222760119202,1.541872724404084,2
-0.49320777000993027,0.9956447626807261,2
0.7114313043898374,-0.5505936635580633,1
-2.3890551998379976,-2.592853116066264,2
-5.685859837308272,1.0559271735063878,2
1.018324868053691,-1.6122408436678577,0
-0.29627112834776853,-0.40037409071218416,0
1.167885890979331,-2.4430987017997094,0
2.1637281885667443,-1.8755892577197009,0
2.436134932715619,-0.49005523794017974,0
-0.2846352898988707,-0.10929882308381762,0
-1.020859929815707,1.9528358661525091,2
3.961696311727312,-0.7403842527852715,1
-1.4902317357116805,-2.119033001694022,2
3.900700010651762,0.37009299370845206,0
3.0408499498502475,-0.5887404798857372,1
-5.074091495319517,-3.4655021823431436,2
-1.34460924111094,2.1568098709877863,2
1.764686183832179,-0.812501863528101,0
-0.612736216678107,-0.7699021157404502,0
1.18686684167284,1.156703916464141,1
1.255680113262663,1.9105987257534103,1
0.14524688722577628,-1.3842982294286048,0
1.5237166673542475,-2.0331119098970105,0
-2.4048935918992886,1.1228586911942546,2
-1.1509036895956266,-2.1059439167543124,2
-4.146444878514471,1.7838219039147019,2
1.2645058403001386,-1.6965888048604925,1
-0.9042865730651054,-1.3340117487836534,0
-2.3990074147027913,-0.3589856981429801,1
2.0258524301901546,-0.8264790513577327,1
2.4308370416510785,-0.34325228366573945,1
1.9698665311476171,-0.11607516345512155,1
1.1754843784878006,1.5323390802772874,1
2.335779493868345,-1.7828186081013462,1
0.915987946733984,2.9347959288416035,1
-2.1146311135392915,0.09025728060780898,0
-1.4247176235500398,0.3578106361976175,2
0.7073051314223232,-1.0491185520505635,0
-0.7293122836497166,-0.6612437278581997,0
-1.4629753224614592,-1.911073220827866,2
-3.7135425289806085,1.6667220511511898,2
-2.653587517577445,1.9016161462308399,2
-1.4663515637229305,-1.5224462411260127,0
0.49956493316208855,0.9544903796819832,2
0.17947637098201952,1.2615594503417158,1
0.9476939859202432,1.0928908504928267,0
-0.6501758240217372,3.6010618517254662,2
-0.38824586038829406,-1.449362416828914,0
3.34743442715105,-2.136932402923509,0
-0.7684062523607099,-0.6939815348046512,0
-0.2295423268415937,1.3870149740837967,2
-0.10616821993398826,1.1754999771742352,1
-4.047842842817951,0.07162637802062269,2
2.676382272109242,2.0561008923347694,1
-0.002124636875927124,3.402529872419998,1
0.8724114808273009,-2.8751756599359592,0
-2.1181237374345256,0.04907553435295119,2
-0.00500606499261543,0.01787706601696302,0
3.068899609460131,0.5087717678744483,1
-3.24171567351521,-0.7503905168409084,2
-0.752327776703239,2.7639772036322747,2
-3.2572843866334464,0.33080689882631104,2
1.6539452117616498,-0.33210514490369497,1
-2.650387556584036,2.0150025347850122,2
-1.9465849940259206,1.5930757677184177,2
-1.5867820874489418,-2.3360848186927776,1
4.075897717412416,0.3105233675869001,1
0.47082576914256175,-1.6707025458712488,0
-4.814424397022532,-1.7554246564834135,0
-3.242114653075734,0.8105729798647229,2
1.2168953358065462,-1.0345603999036546,1
3.960691521856013,0.20975181889383962,0
1.5706114710419117,3.609747575625775,1
-0.7227289301262445,-0.2976052679057368,2
-1.3627734090250618,-1.347492947295781,0
-0.946550136429732,-4.6619480575844445,1
1.2825818354198217,-1.2764336388419497,1
-2.8494320640594992,-1.8487476671544631,2
2.9122558483225127,-2.658338428916439,1
1.4282819155090984,-1.606449508102525,1
3.971792616342866,3.755071418610714,1
4.911041670445713,3.3115586782859174,1
-1.790720029607313,-0.8690472581545785,2
-1.3978943820180043,-2.7227937136858196,2
0.3589314478735162,-2.0699326188524587,0
0.8061113873855872,-2.061000475355363,0
0.3036518061384452,2.850275717386314,1
3.0376023769064573,-0.18612037211684992,1
0.3588153449725584,-2.5182754617825975,0
0.020317772329586474,1.5107332019046185,2
1.219862382661509,2.0154088088484965,1
-1.4490279769692471,-1.4253431235832241,0
0.27373128742238845,-0.11527040148114484,0
-1.1005662369587574,-2.882651343911276,0
1.9040546910191847,-1.9192383865139797,1
0.08301693920963198,0.4394859389518044,1
-2.4783404250996077,0.132577131230363,2
0.08506046818713964,1.862045005837963,1
-0.8455368431321751,-0.45894508476106444,2
-0.42073458222592647,-0.40446629755252644,2
0.10248708421606999,2.2760891227164817,2
1.3923373744907535,-1.3170758156727305,0
1.6003817563947524,3.6820708370873,1
1.577719146539072,4.710611677751407,1
0.7867211893407727,4.396797636270765,1
-0.42759722287921964,2.0547604496646676,2
7.465918757772363,-0.0791812872051577,0
-0.5011532217959549,2.0822015275376335,2
0.6425390411773626,-0.11261038892120503,0
1.471284568337915,-0.19025332025913477,1
4.523746790764057,-1.0020519638069987,1
-0.20988322001514992,0.34122241539123366,1
-0.5862186024356656,-3.1059111363842375,0
1.358689594145404,3.186758879994333,1
1.0560883328400885,-1.3643212885678309,1
1.8753531003438764,2.372446536212224,1
-0.30381828049845855,0.4565882332685466,2
-2.785501162237021,1.2653650055461705,2
1.713243178801677,-1.8243431261734662,0
1.0918398896392643,-3.4048158579028245,1
-2.195858715196563,2.5592570358497353,2
-0.38549670884839093,-0.2405779774321148,0
-1.3873837482807905,2.2192463300763112,2
-3.963597285477077,1.713756111578199,2
-2.650277975491444,0.6533452986675989,2
3.0683823937963024,-0.02532106405216658,1
-1.1356921382479763,-1.9672391029118328,0
-2.619278478677578,0.2518873517963729,2
-1.0774204584564107,0.005279734681406013,2
-0.5789055344493675,-0.9467334619563219,0
-0.9248799641960356,1.5486010258230027,2
1.5050317625390417,-1.7026639010154547,1
0.7438616019690656,-0.2399919480871835,0
-2.9397362868173658,0.17861285606908406,2
-3.8728824062343494,0.3370949233058234,2
-1.6063446946625657,-1.2405977524668372,2
-2.885880739095046,1.9377689617654525,2
-2.7657844002655785,1.1888432082201978,2
-1.1510886059543866,-0.9503499665128159,0
-0.6293817503969052,0.23404929939177296,2
2.215406501043984,1.4629851791758384,1
-0.4835683355364416,3.7858993682487236,2
-4.914539583316034,-0.04270927399650908,2
0.09398246264379688,-1.5350181250881916,0
-0.7296536260443097,-0.1701279225991806,1
0.47489294543550353,-0.9826262563709256,0
-2.5031656871324452,2.43049504800941,2
0.4738209762945767,-1.9623861216665173,0
0.29451025522274615,-3.813455131135368,0
5.1522799075039,-3.6052849320212994,1
-1.427337278807477,0.07475918671563087,0
2.3541410238306244,-0.5774000190397357,0
-1.4078021199696469,0.16031078421860992,1
3.959687862187542,-2.9890352318565996,0
0.8336842707605577,-2.103712206128983,0
-2.1177564685000494,-1.0831547483331367,0
0.608519730849535,0.9325088470594671,1
1.9362323855807064,0.7650522964853801,0
1.912940774402029,-1.1102169933325914,0
2.5164755478269867,0.06758691085994796,1
0.07449756355201442,-1.4228743182054973,1
-0.0690814608355069,-0.5065105787825013,1
-2.1735308367182995,-0.7751689751805129,2
-0.47225417517534224,2.272066302363678,1
4.147796496750912,-2.0399659047161993,1
0.36316323613926627,-1.1717351105919824,0
0.4915435379770358,-0.844097154519847,0
-1.2048359612983996,1.2865226570232926,1
0.2657531498910256,3.0423676135457574,0
-2.004318602351835,-0.31198885573926816,2
-1.2199847079085437,1.2312725211891309,2
2.7985960248970256,2.7076064829395508,1
2.449092702925856,0.9302078990042222,1
-0.43846097091757424,-0.679088753077079,1
-2.7303033240738497,-0.5550993343259093,2
2.69968663783835,3.5367987700176315,1
-3.2352866179968713,-1.711224546023281,2
0.6876814264327876,-2.13261262062787,2
-1.8748978226071233,1.7956353087119428,2
-3.9435516278600025,-1.3475797386099821,0
-3.59533148252692,1.2653324815527753,2
3.980180967525174,0.5491307207734375,0
-0.711077117682392,-0.3406639167983054,1
1.1908655759065725,-2.8136904967341576,0
3.7985613469720723,1.3402689355557529,1
0.17668060998205876,2.5097055856927146,2
-0.3730243211821949,0.5892483714149939,1
-4.7508841008601,-2.863031099195607,2
1.8758704085689875,-0.6738778582024659,0
3.021786044574435,-2.402355795480822,0
-2.4537301297652108,-0.8924618371088446,2
-1.8534748390106468,1.894850020626405,2
3.0047675471564372,-0.8062883561450966,1
2.8884828595697063,-0.46727904666183245,1
-2.258627278519751,-0.12366099175442598,0
-1.8804827422473112,-0.6073698590466332,0
-3.55104436236807,-3.2233015954266273,2
1.6516476597791525,1.2315982602314821,0
-0.12454015684274594,-0.08127524109820668,0
-0.9748397549345109,-1.0051704253787135,0
-1.7949733030536414,2.9582517727040543,2
1.1392253057628292,0.4259109840277817,2
1.8291886897883678,-0.16988127533681097,1
